account_id,customer_id,bank_name,account_type,balance,open_date
ACC0001503,CUST0001632,Access Bank,Credit,156196.35,2020-12-18
ACC0001504,CUST0000616,UBA,Savings,157344.23,2019-09-17
ACC0001505,CUST0001386,HSBC,Savings,276368.13,2022-01-30
ACC0001506,CUST0001434,UBA,Credit,181556.66,2019-12-04
ACC0001507,CUST0000186,Standard Chartered,Current,361417.0,2020-10-22
ACC0001508,CUST0000840,Citibank,Savings,188654.6,2019-08-06
ACC0001509,CUST0002008,Standard Chartered,Savings,166404.89,2018-02-13
ACC0001510,CUST0001839,Barclays,Savings,303089.44,2024-08-14
ACC0001511,CUST0000911,Barclays,Savings,624.04,2023-05-18
ACC0001512,CUST0001554,HSBC,Credit,27684.49,2020-08-27
ACC0001513,CUST0002280,Barclays,Current,341232.7,2021-12-24
ACC0001514,CUST0001544,HSBC,Savings,257841.82,2018-11-16
ACC0001515,CUST0000210,JPMorgan Chase,Credit,134472.55,2020-08-17
ACC0001516,CUST0001199,Access Bank,Credit,218317.83,2024-12-11
ACC0001517,CUST0001965,Standard Chartered,Credit,379985.12,2022-03-28
ACC0001518,CUST0001489,UBA,Savings,308765.04,2022-09-07
ACC0001519,CUST0001969,JPMorgan Chase,Credit,316130.8,2021-12-26
ACC0001520,CUST0002117,JPMorgan Chase,Current,256087.47,2022-05-06
ACC0001521,CUST0002858,First Bank Nigeria,Savings,413356.02,2019-05-05
ACC0001522,CUST0002417,Standard Chartered,Credit,443633.67,2019-01-22
ACC0001523,CUST0000533,First Bank Nigeria,Savings,484026.2,2019-03-16
ACC0001524,CUST0000776,Barclays,Credit,246441.74,2018-07-22
ACC0001525,CUST0002763,First Bank Nigeria,Current,65491.08,2024-08-22
ACC0001526,CUST0002168,First Bank Nigeria,Current,45040.22,2018-10-11
ACC0001527,CUST0002337,JPMorgan Chase,Savings,133147.71,2023-11-21
ACC0001528,CUST0002172,Barclays,Savings,314028.77,2022-11-13
ACC0001529,CUST0001545,Standard Chartered,Current,40076.17,2024-01-01
ACC0001530,CUST0002368,Citibank,Credit,340385.67,2024-02-26
ACC0001531,CUST0000305,UBA,Current,208210.41,2024-11-25
ACC0001532,CUST0001117,Standard Chartered,Savings,22243.34,2023-08-27
ACC0001533,CUST0001000,First Bank Nigeria,Credit,467239.84,2021-05-27
ACC0001534,CUST0000313,Citibank,Credit,89.86,2021-08-31
ACC0001535,CUST0001138,Citibank,Credit,466344.84,2020-02-29
ACC0001536,CUST0001496,JPMorgan Chase,Credit,146829.23,2019-03-20
ACC0001537,CUST0002921,Standard Chartered,Savings,166907.85,2024-07-28
ACC0001538,CUST0001384,Barclays,Credit,390908.27,2019-09-08
ACC0001539,CUST0002398,Standard Chartered,Savings,371600.87,2024-11-14
ACC0001540,CUST0000120,Barclays,Current,64109.59,2020-01-11
ACC0001541,CUST0000756,Access Bank,Current,471602.3,2018-02-20
ACC0001542,CUST0001054,Barclays,Current,465509.88,2018-08-22
ACC0001543,CUST0000946,UBA,Savings,133834.18,2023-02-17
ACC0001544,CUST0001082,Access Bank,Current,467824.01,2020-08-10
ACC0001545,CUST0000127,Barclays,Current,372698.49,2022-10-08
ACC0001546,CUST0001907,HSBC,Credit,285742.25,2022-10-14
ACC0001547,CUST0000243,UBA,Savings,495879.19,2022-03-04
ACC0001548,CUST0002240,Standard Chartered,Current,490633.01,2023-06-19
ACC0001549,CUST0000140,Citibank,Current,141886.47,2023-07-09
ACC0001550,CUST0000124,Access Bank,Credit,228546.77,2021-05-13
ACC0001551,CUST0002794,Citibank,Credit,454477.19,2020-05-26
ACC0001552,CUST0001597,Access Bank,Credit,122184.3,2020-11-23
ACC0001553,CUST0000350,Standard Chartered,Credit,176845.78,2019-01-22
ACC0001554,CUST0000277,Citibank,Credit,310489.69,2023-02-28
ACC0001555,CUST0001045,Citibank,Current,247596.29,2022-07-09
ACC0001556,CUST0002252,Access Bank,Savings,38198.95,2022-12-20
ACC0001557,CUST0002188,Citibank,Current,20130.43,2022-11-21
ACC0001558,CUST0002406,JPMorgan Chase,Credit,490507.73,2020-06-22
ACC0001559,CUST0000060,Barclays,Current,36648.93,2020-09-26
ACC0001560,CUST0000318,Citibank,Savings,324718.57,2019-01-27
ACC0001561,CUST0000222,JPMorgan Chase,Current,307907.93,2019-06-01
ACC0001562,CUST0000675,Standard Chartered,Credit,312908.22,2021-10-17
ACC0001563,CUST0000191,Citibank,Savings,274920.55,2018-02-17
ACC0001564,CUST0002689,JPMorgan Chase,Credit,449914.84,2022-01-15
ACC0001565,CUST0002657,Standard Chartered,Credit,493924.17,2020-04-27
ACC0001566,CUST0000687,First Bank Nigeria,Credit,247195.46,2023-09-15
ACC0001567,CUST0001183,Barclays,Savings,71856.66,2018-07-05
ACC0001568,CUST0001829,JPMorgan Chase,Current,497572.94,2024-09-14
ACC0001569,CUST0001777,Barclays,Current,111699.89,2019-05-08
ACC0001570,CUST0001061,Standard Chartered,Current,281537.48,2022-09-30
ACC0001571,CUST0000264,Barclays,Current,412619.65,2020-08-24
ACC0001572,CUST0000119,Standard Chartered,Credit,280840.02,2018-01-26
ACC0001573,CUST0001119,First Bank Nigeria,Credit,213237.31,2024-11-10
ACC0001574,CUST0000210,UBA,Savings,338347.26,2020-12-24
ACC0001575,CUST0000165,Standard Chartered,Current,473542.11,2019-10-09
ACC0001576,CUST0001771,Access Bank,Savings,467357.52,2020-07-10
ACC0001577,CUST0002086,HSBC,Credit,283651.68,2023-01-08
ACC0001578,CUST0000891,JPMorgan Chase,Current,160556.53,2019-10-13
ACC0001579,CUST0001288,Access Bank,Savings,201926.64,2024-09-25
ACC0001580,CUST0001773,Access Bank,Current,316612.66,2019-04-01
ACC0001581,CUST0001848,HSBC,Credit,180950.1,2019-12-07
ACC0001582,CUST0002893,UBA,Credit,286738.11,2020-05-17
ACC0001583,CUST0000527,HSBC,Savings,128446.65,2021-02-21
ACC0001584,CUST0001611,Standard Chartered,Credit,241786.68,2021-12-08
ACC0001585,CUST0000244,HSBC,Credit,402582.77,2020-11-23
ACC0001586,CUST0000042,Standard Chartered,Credit,454016.06,2024-07-20
ACC0001587,CUST0000880,Barclays,Current,478535.96,2018-01-10
ACC0001588,CUST0002349,First Bank Nigeria,Current,112040.99,2022-03-09
ACC0001589,CUST0000043,Standard Chartered,Credit,488229.03,2021-05-06
ACC0001590,CUST0000217,JPMorgan Chase,Current,397380.7,2020-10-14
ACC0001591,CUST0001328,First Bank Nigeria,Current,287304.69,2020-05-19
ACC0001592,CUST0002392,UBA,Credit,415004.68,2023-01-27
ACC0001593,CUST0002998,First Bank Nigeria,Current,174097.62,2022-01-01
ACC0001594,CUST0002211,JPMorgan Chase,Savings,302769.33,2021-02-26
ACC0001595,CUST0001747,UBA,Savings,333255.71,2019-02-16
ACC0001596,CUST0002485,First Bank Nigeria,Credit,154056.09,2018-04-23
ACC0001597,CUST0000802,Citibank,Current,340205.37,2023-05-24
ACC0001598,CUST0000867,UBA,Savings,281377.33,2023-04-13
ACC0001599,CUST0000944,Barclays,Credit,471718.82,2024-02-11
ACC0001600,CUST0001783,HSBC,Credit,27773.27,2022-11-20
ACC0001601,CUST0000718,Barclays,Credit,328706.89,2022-06-25
ACC0001602,CUST0002528,HSBC,Current,475190.22,2024-02-12
ACC0001603,CUST0002104,JPMorgan Chase,Current,50904.08,2023-05-31
ACC0001604,CUST0002774,HSBC,Savings,460283.55,2022-07-02
ACC0001605,CUST0001143,Standard Chartered,Savings,361354.92,2021-01-03
ACC0001606,CUST0000901,First Bank Nigeria,Credit,309418.43,2020-01-02
ACC0001607,CUST0000372,Barclays,Credit,472899.27,2023-03-01
ACC0001608,CUST0002879,Citibank,Credit,163957.43,2018-08-13
ACC0001609,CUST0001276,UBA,Credit,224500.3,2023-06-03
ACC0001610,CUST0000740,UBA,Current,489963.2,2024-12-08
ACC0001611,CUST0001513,Citibank,Credit,76325.14,2018-12-10
ACC0001612,CUST0002045,Access Bank,Credit,197577.29,2019-03-20
ACC0001613,CUST0001039,Barclays,Credit,410543.07,2020-01-26
ACC0001614,CUST0000643,HSBC,Credit,315953.1,2019-03-30
ACC0001615,CUST0001896,Citibank,Savings,475673.49,2019-04-16
ACC0001616,CUST0002340,Citibank,Current,306156.73,2022-04-13
ACC0001617,CUST0001319,Citibank,Current,258114.3,2018-07-20
ACC0001618,CUST0000730,Standard Chartered,Credit,405761.84,2019-07-15
ACC0001619,CUST0000039,Citibank,Savings,395032.86,2021-09-08
ACC0001620,CUST0002548,Citibank,Credit,456303.73,2022-08-27
ACC0001621,CUST0002430,UBA,Savings,370459.7,2018-08-22
ACC0001622,CUST0000352,Standard Chartered,Savings,183382.19,2024-08-12
ACC0001623,CUST0001168,Barclays,Savings,250724.92,2023-03-13
ACC0001624,CUST0001002,UBA,Savings,62175.16,2021-06-13
ACC0001625,CUST0001163,Citibank,Savings,496913.6,2019-01-11
ACC0001626,CUST0000226,Barclays,Current,359764.31,2019-08-11
ACC0001627,CUST0001932,JPMorgan Chase,Credit,75899.75,2023-07-03
ACC0001628,CUST0000500,UBA,Credit,107554.18,2024-08-28
ACC0001629,CUST0002120,Barclays,Credit,111318.76,2024-03-25
ACC0001630,CUST0001201,Access Bank,Current,78926.69,2022-09-01
ACC0001631,CUST0002055,Barclays,Current,21988.19,2022-03-17
ACC0001632,CUST0002240,Citibank,Credit,69404.48,2022-02-17
ACC0001633,CUST0000263,Access Bank,Savings,11336.37,2023-05-14
ACC0001634,CUST0002480,UBA,Current,37538.08,2021-03-31
ACC0001635,CUST0002863,First Bank Nigeria,Current,299300.85,2022-09-05
ACC0001636,CUST0002108,Standard Chartered,Savings,486700.85,2022-01-28
ACC0001637,CUST0001677,JPMorgan Chase,Current,356929.64,2024-09-02
ACC0001638,CUST0000103,Citibank,Savings,410854.58,2020-07-03
ACC0001639,CUST0001247,Access Bank,Credit,236332.07,2021-02-18
ACC0001640,CUST0001899,Access Bank,Credit,153331.58,2020-08-16
ACC0001641,CUST0002982,UBA,Credit,340779.34,2024-03-14
ACC0001642,CUST0000121,Citibank,Credit,492078.56,2024-11-12
ACC0001643,CUST0000599,HSBC,Current,489175.14,2018-03-31
ACC0001644,CUST0002765,First Bank Nigeria,Savings,420471.75,2019-03-17
ACC0001645,CUST0002266,Citibank,Current,194069.94,2021-10-21
ACC0001646,CUST0000838,UBA,Savings,244809.58,2021-10-02
ACC0001647,CUST0002355,Barclays,Credit,349532.34,2018-09-11
ACC0001648,CUST0000091,HSBC,Savings,117166.8,2024-10-29
ACC0001649,CUST0000395,HSBC,Credit,247371.78,2018-10-10
ACC0001650,CUST0002009,Barclays,Credit,109355.51,2020-01-03
ACC0001651,CUST0002476,First Bank Nigeria,Credit,457597.86,2020-12-30
ACC0001652,CUST0001861,First Bank Nigeria,Credit,390814.16,2020-12-30
ACC0001653,CUST0000117,Citibank,Savings,440610.78,2019-08-01
ACC0001654,CUST0002250,Access Bank,Savings,126900.58,2024-09-15
ACC0001655,CUST0000435,Barclays,Credit,375888.59,2018-08-02
ACC0001656,CUST0001269,Barclays,Savings,64928.8,2018-10-09
ACC0001657,CUST0002710,Standard Chartered,Current,335572.07,2024-02-05
ACC0001658,CUST0001473,First Bank Nigeria,Savings,68137.04,2023-03-11
ACC0001659,CUST0002749,HSBC,Credit,255861.44,2020-12-23
ACC0001660,CUST0000869,Citibank,Current,258097.87,2022-06-01
ACC0001661,CUST0002749,Barclays,Credit,206939.16,2022-06-13
ACC0001662,CUST0001057,HSBC,Savings,180216.15,2018-10-13
ACC0001663,CUST0000095,First Bank Nigeria,Savings,466455.71,2020-02-12
ACC0001664,CUST0001410,Citibank,Current,199404.07,2022-11-04
ACC0001665,CUST0000082,Barclays,Credit,8136.16,2024-02-06
ACC0001666,CUST0002499,Standard Chartered,Savings,265710.01,2024-12-09
ACC0001667,CUST0001626,Barclays,Savings,95999.55,2020-04-17
ACC0001668,CUST0002012,HSBC,Savings,46685.6,2021-04-06
ACC0001669,CUST0001293,JPMorgan Chase,Savings,48695.27,2022-08-27
ACC0001670,CUST0000850,JPMorgan Chase,Savings,153090.13,2023-08-20
ACC0001671,CUST0000413,JPMorgan Chase,Credit,301259.97,2021-04-14
ACC0001672,CUST0000799,Standard Chartered,Credit,403523.95,2021-12-20
ACC0001673,CUST0002733,JPMorgan Chase,Credit,398696.39,2023-07-01
ACC0001674,CUST0001639,Standard Chartered,Credit,378085.88,2022-08-06
ACC0001675,CUST0001433,Access Bank,Credit,226889.02,2018-06-04
ACC0001676,CUST0000813,HSBC,Savings,399388.56,2021-12-07
ACC0001677,CUST0001877,UBA,Savings,225739.38,2019-01-02
ACC0001678,CUST0000425,UBA,Savings,398938.61,2020-08-25
ACC0001679,CUST0000847,Access Bank,Savings,351946.96,2018-05-12
ACC0001680,CUST0000324,First Bank Nigeria,Current,323277.84,2020-12-14
ACC0001681,CUST0000605,Standard Chartered,Savings,452741.48,2019-08-17
ACC0001682,CUST0001510,JPMorgan Chase,Savings,64227.47,2019-09-30
ACC0001683,CUST0000733,JPMorgan Chase,Credit,353823.56,2018-12-02
ACC0001684,CUST0000832,UBA,Credit,192466.65,2018-12-09
ACC0001685,CUST0001584,Citibank,Savings,211542.71,2023-03-13
ACC0001686,CUST0001655,HSBC,Current,449404.57,2019-01-21
ACC0001687,CUST0001634,Citibank,Savings,483491.96,2019-10-05
ACC0001688,CUST0000789,UBA,Current,283420.53,2019-06-28
ACC0001689,CUST0001767,Access Bank,Credit,315725.81,2022-12-20
ACC0001690,CUST0002818,UBA,Current,388852.13,2018-11-24
ACC0001691,CUST0001505,UBA,Credit,31929.87,2022-08-28
ACC0001692,CUST0002667,Barclays,Credit,493414.8,2024-09-25
ACC0001693,CUST0002067,First Bank Nigeria,Credit,387681.32,2019-07-13
ACC0001694,CUST0000510,Access Bank,Credit,25483.19,2019-08-25
ACC0001695,CUST0000180,First Bank Nigeria,Savings,425895.92,2021-07-24
ACC0001696,CUST0002376,Barclays,Current,293364.64,2020-12-23
ACC0001697,CUST0001856,JPMorgan Chase,Savings,301561.03,2024-02-01
ACC0001698,CUST0001316,UBA,Current,486968.0,2022-04-03
ACC0001699,CUST0002069,UBA,Credit,447895.26,2018-07-30
ACC0001700,CUST0001021,HSBC,Savings,38239.25,2019-06-15
ACC0001701,CUST0002073,First Bank Nigeria,Savings,206091.61,2022-05-03
ACC0001702,CUST0001971,Barclays,Current,429553.64,2018-05-28
ACC0001703,CUST0000288,UBA,Savings,466240.04,2021-11-29
ACC0001704,CUST0000583,Citibank,Current,397740.09,2022-12-16
ACC0001705,CUST0001069,Standard Chartered,Credit,271759.77,2021-06-25
ACC0001706,CUST0000611,UBA,Savings,280703.39,2024-09-21
ACC0001707,CUST0002698,HSBC,Savings,281900.74,2024-07-22
ACC0001708,CUST0001394,Standard Chartered,Credit,394518.1,2020-11-06
ACC0001709,CUST0002453,First Bank Nigeria,Current,68019.19,2020-08-15
ACC0001710,CUST0000537,First Bank Nigeria,Savings,282714.41,2020-07-26
ACC0001711,CUST0002891,First Bank Nigeria,Credit,318601.37,2022-09-16
ACC0001712,CUST0000526,UBA,Current,334160.12,2022-08-15
ACC0001713,CUST0001934,JPMorgan Chase,Credit,248152.85,2019-05-23
ACC0001714,CUST0000514,Standard Chartered,Savings,246812.32,2021-09-06
ACC0001715,CUST0001244,First Bank Nigeria,Current,59155.33,2021-07-27
ACC0001716,CUST0002845,Citibank,Credit,389908.32,2020-08-27
ACC0001717,CUST0000262,JPMorgan Chase,Credit,395440.59,2021-03-14
ACC0001718,CUST0002095,First Bank Nigeria,Current,124659.33,2020-01-01
ACC0001719,CUST0001667,HSBC,Savings,149172.42,2018-10-24
ACC0001720,CUST0002720,Standard Chartered,Current,245097.66,2018-12-03
ACC0001721,CUST0000047,Barclays,Credit,5791.36,2021-12-02
ACC0001722,CUST0002167,JPMorgan Chase,Credit,263549.14,2024-03-27
ACC0001723,CUST0001068,Standard Chartered,Credit,242453.3,2020-12-23
ACC0001724,CUST0001973,HSBC,Credit,314458.49,2019-08-10
ACC0001725,CUST0002660,Citibank,Current,297369.58,2024-12-10
ACC0001726,CUST0000497,Citibank,Credit,294691.78,2024-01-23
ACC0001727,CUST0000136,Access Bank,Current,394776.59,2018-11-09
ACC0001728,CUST0001882,First Bank Nigeria,Credit,213933.77,2022-10-19
ACC0001729,CUST0001221,Barclays,Savings,465387.74,2024-06-26
ACC0001730,CUST0000222,Standard Chartered,Current,446809.92,2019-03-11
ACC0001731,CUST0002945,First Bank Nigeria,Credit,289113.52,2018-02-08
ACC0001732,CUST0001354,HSBC,Current,42986.77,2020-10-18
ACC0001733,CUST0001422,UBA,Current,192498.99,2019-01-30
ACC0001734,CUST0002055,JPMorgan Chase,Savings,358168.11,2018-02-04
ACC0001735,CUST0002700,Citibank,Current,341645.93,2020-03-08
ACC0001736,CUST0002498,HSBC,Savings,369754.8,2023-08-11
ACC0001737,CUST0002223,JPMorgan Chase,Credit,264507.05,2019-04-05
ACC0001738,CUST0001933,Citibank,Savings,124710.69,2023-03-31
ACC0001739,CUST0001805,Standard Chartered,Savings,381541.5,2023-08-12
ACC0001740,CUST0001064,Standard Chartered,Credit,6453.54,2018-06-10
ACC0001741,CUST0001780,Standard Chartered,Credit,339085.64,2019-07-29
ACC0001742,CUST0001379,UBA,Current,90831.67,2019-10-23
ACC0001743,CUST0000650,Citibank,Savings,409770.01,2021-02-28
ACC0001744,CUST0002245,UBA,Savings,461699.29,2022-05-29
ACC0001745,CUST0001382,UBA,Credit,162344.84,2023-10-17
ACC0001746,CUST0000567,Barclays,Savings,419459.8,2019-11-23
ACC0001747,CUST0002827,JPMorgan Chase,Current,129892.14,2019-03-02
ACC0001748,CUST0000542,First Bank Nigeria,Credit,334962.65,2022-12-29
ACC0001749,CUST0002427,Access Bank,Current,13272.74,2022-03-15
ACC0001750,CUST0002601,JPMorgan Chase,Credit,345518.72,2020-05-12
ACC0001751,CUST0001122,UBA,Credit,478.89,2023-01-10
ACC0001752,CUST0001441,UBA,Current,17387.02,2018-11-26
ACC0001753,CUST0000813,Access Bank,Current,4405.14,2024-04-05
ACC0001754,CUST0002331,Standard Chartered,Credit,143142.25,2021-05-04
ACC0001755,CUST0002263,Barclays,Savings,428374.92,2021-06-25
ACC0001756,CUST0002156,Citibank,Credit,169917.54,2021-05-10
ACC0001757,CUST0000335,First Bank Nigeria,Credit,309863.68,2019-04-10
ACC0001758,CUST0000430,Access Bank,Current,460773.67,2024-02-20
ACC0001759,CUST0001134,HSBC,Current,478863.43,2021-06-12
ACC0001760,CUST0000910,First Bank Nigeria,Savings,320873.82,2020-07-10
ACC0001761,CUST0000972,Standard Chartered,Credit,13754.19,2022-10-31
ACC0001762,CUST0000913,First Bank Nigeria,Current,82633.74,2023-06-27
ACC0001763,CUST0000089,Standard Chartered,Credit,210013.21,2020-12-06
ACC0001764,CUST0002707,HSBC,Credit,433313.27,2019-05-20
ACC0001765,CUST0002898,First Bank Nigeria,Credit,310832.64,2024-05-05
ACC0001766,CUST0002089,Citibank,Credit,43835.01,2018-09-19
ACC0001767,CUST0001070,Barclays,Savings,473334.97,2023-04-01
ACC0001768,CUST0002823,HSBC,Credit,83417.83,2018-10-12
ACC0001769,CUST0002865,First Bank Nigeria,Current,339610.16,2024-08-13
ACC0001770,CUST0000510,UBA,Current,244486.17,2024-04-19
ACC0001771,CUST0002008,Standard Chartered,Current,159365.04,2021-10-15
ACC0001772,CUST0000391,HSBC,Savings,215066.03,2018-03-05
ACC0001773,CUST0000595,First Bank Nigeria,Savings,23865.81,2018-11-08
ACC0001774,CUST0000370,First Bank Nigeria,Current,179057.47,2024-05-06
ACC0001775,CUST0002900,First Bank Nigeria,Savings,126407.5,2024-02-20
ACC0001776,CUST0000362,HSBC,Current,246061.11,2023-01-10
ACC0001777,CUST0002600,Standard Chartered,Current,353513.41,2024-05-20
ACC0001778,CUST0002910,Barclays,Current,455354.02,2022-08-30
ACC0001779,CUST0001680,JPMorgan Chase,Current,281808.61,2021-06-09
ACC0001780,CUST0001776,Standard Chartered,Credit,113712.45,2023-10-22
ACC0001781,CUST0001996,HSBC,Credit,420895.03,2023-10-23
ACC0001782,CUST0001645,First Bank Nigeria,Credit,400862.37,2024-09-21
ACC0001783,CUST0000995,First Bank Nigeria,Credit,408327.6,2020-07-07
ACC0001784,CUST0001829,Citibank,Savings,463121.5,2021-04-22
ACC0001785,CUST0001534,Citibank,Savings,192270.71,2022-10-15
ACC0001786,CUST0002044,UBA,Current,107622.65,2019-10-17
ACC0001787,CUST0002421,Standard Chartered,Savings,376028.13,2024-01-28
ACC0001788,CUST0002623,Standard Chartered,Current,201631.24,2019-02-27
ACC0001789,CUST0001515,UBA,Current,271333.13,2024-05-01
ACC0001790,CUST0001884,HSBC,Savings,46687.07,2019-07-11
ACC0001791,CUST0000697,First Bank Nigeria,Current,70797.3,2023-04-26
ACC0001792,CUST0002446,Citibank,Current,297160.61,2022-11-23
ACC0001793,CUST0002673,Citibank,Savings,277707.19,2020-06-25
ACC0001794,CUST0000561,Access Bank,Current,276047.35,2024-07-15
ACC0001795,CUST0001876,Standard Chartered,Credit,165571.01,2022-07-19
ACC0001796,CUST0001628,JPMorgan Chase,Savings,149064.38,2019-09-03
ACC0001797,CUST0001212,UBA,Current,453958.3,2018-11-01
ACC0001798,CUST0000548,Access Bank,Savings,129268.42,2024-01-09
ACC0001799,CUST0002105,First Bank Nigeria,Current,415861.07,2020-10-06
ACC0001800,CUST0002759,Barclays,Current,253053.95,2021-10-08
ACC0001801,CUST0002737,UBA,Savings,152024.2,2020-05-23
ACC0001802,CUST0002896,HSBC,Current,217537.98,2021-12-29
ACC0001803,CUST0000204,Access Bank,Credit,204318.8,2024-02-10
ACC0001804,CUST0000821,JPMorgan Chase,Current,79275.78,2019-01-23
ACC0001805,CUST0002909,UBA,Credit,396076.4,2021-12-19
ACC0001806,CUST0001726,Access Bank,Current,123605.34,2021-08-08
ACC0001807,CUST0000123,HSBC,Current,51209.35,2023-02-17
ACC0001808,CUST0001538,Standard Chartered,Savings,273206.34,2021-05-26
ACC0001809,CUST0001840,Access Bank,Credit,297833.04,2018-04-22
ACC0001810,CUST0001648,JPMorgan Chase,Credit,33860.61,2024-02-29
ACC0001811,CUST0001100,Barclays,Credit,68036.95,2018-04-13
ACC0001812,CUST0001967,JPMorgan Chase,Credit,367502.9,2018-01-08
ACC0001813,CUST0001388,Standard Chartered,Credit,413926.7,2021-05-25
ACC0001814,CUST0001380,Citibank,Savings,72535.26,2024-10-11
ACC0001815,CUST0001572,Access Bank,Credit,277702.13,2021-10-17
ACC0001816,CUST0000803,JPMorgan Chase,Savings,20348.39,2019-02-02
ACC0001817,CUST0002646,JPMorgan Chase,Current,256628.48,2021-09-02
ACC0001818,CUST0002272,HSBC,Current,58997.63,2022-09-04
ACC0001819,CUST0000532,Citibank,Credit,398313.59,2018-02-16
ACC0001820,CUST0002658,Access Bank,Current,30699.73,2021-08-11
ACC0001821,CUST0002157,Barclays,Savings,418895.26,2022-09-10
ACC0001822,CUST0002888,JPMorgan Chase,Savings,239577.71,2019-08-03
ACC0001823,CUST0000102,JPMorgan Chase,Savings,233728.32,2021-12-02
ACC0001824,CUST0002207,UBA,Credit,198829.35,2018-11-20
ACC0001825,CUST0001528,Citibank,Credit,236746.79,2023-10-15
ACC0001826,CUST0002552,Citibank,Credit,386164.32,2019-12-05
ACC0001827,CUST0001234,Access Bank,Credit,458054.07,2019-11-17
ACC0001828,CUST0000975,UBA,Current,22896.86,2019-11-03
ACC0001829,CUST0001440,First Bank Nigeria,Credit,456240.6,2021-04-13
ACC0001830,CUST0000852,UBA,Credit,452308.53,2022-02-11
ACC0001831,CUST0002975,UBA,Savings,387693.27,2020-06-19
ACC0001832,CUST0000427,First Bank Nigeria,Current,460083.48,2020-08-15
ACC0001833,CUST0001971,First Bank Nigeria,Current,175775.56,2024-01-20
ACC0001834,CUST0000664,HSBC,Current,182680.78,2018-06-27
ACC0001835,CUST0002622,HSBC,Current,293971.57,2019-04-22
ACC0001836,CUST0000606,First Bank Nigeria,Credit,352139.62,2019-01-08
ACC0001837,CUST0000423,Standard Chartered,Current,335159.51,2023-11-06
ACC0001838,CUST0001126,Access Bank,Credit,161567.48,2020-11-13
ACC0001839,CUST0000491,Citibank,Savings,132858.52,2020-03-03
ACC0001840,CUST0000594,HSBC,Credit,111622.82,2024-05-30
ACC0001841,CUST0001601,Citibank,Current,214698.58,2020-05-02
ACC0001842,CUST0002333,Standard Chartered,Credit,428748.14,2022-09-25
ACC0001843,CUST0002352,First Bank Nigeria,Credit,466008.34,2019-05-25
ACC0001844,CUST0000022,HSBC,Credit,430268.69,2020-02-13
ACC0001845,CUST0000153,Standard Chartered,Credit,68416.67,2022-10-06
ACC0001846,CUST0002668,First Bank Nigeria,Savings,422335.66,2024-12-07
ACC0001847,CUST0002909,Access Bank,Current,209943.3,2019-09-20
ACC0001848,CUST0002730,First Bank Nigeria,Savings,79307.74,2019-03-03
ACC0001849,CUST0000482,Standard Chartered,Savings,130026.38,2019-06-18
ACC0001850,CUST0001609,Citibank,Savings,267237.71,2022-05-20
ACC0001851,CUST0000905,Barclays,Current,300228.5,2020-08-17
ACC0001852,CUST0002226,UBA,Savings,91137.22,2020-03-22
ACC0001853,CUST0002061,Citibank,Savings,96762.59,2020-12-19
ACC0001854,CUST0000619,Barclays,Current,274439.05,2021-01-30
ACC0001855,CUST0001233,First Bank Nigeria,Credit,426902.15,2022-08-11
ACC0001856,CUST0000690,Access Bank,Savings,398307.73,2018-05-09
ACC0001857,CUST0000537,First Bank Nigeria,Current,210599.57,2023-09-04
ACC0001858,CUST0001031,First Bank Nigeria,Credit,84412.77,2024-05-31
ACC0001859,CUST0000313,Barclays,Savings,21720.52,2020-04-25
ACC0001860,CUST0002823,First Bank Nigeria,Current,233422.93,2021-09-24
ACC0001861,CUST0002569,Access Bank,Current,77741.45,2022-06-26
ACC0001862,CUST0002291,Access Bank,Credit,63983.28,2020-09-10
ACC0001863,CUST0000573,JPMorgan Chase,Credit,241700.55,2021-07-12
ACC0001864,CUST0001792,Standard Chartered,Credit,211506.22,2019-02-22
ACC0001865,CUST0002469,UBA,Current,196906.88,2020-09-14
ACC0001866,CUST0002700,HSBC,Credit,182994.92,2020-01-02
ACC0001867,CUST0001710,First Bank Nigeria,Current,52178.64,2020-02-08
ACC0001868,CUST0001394,Barclays,Savings,405278.89,2023-12-27
ACC0001869,CUST0000563,Barclays,Current,214049.09,2024-08-11
ACC0001870,CUST0000198,HSBC,Current,464362.68,2019-02-16
ACC0001871,CUST0002670,Standard Chartered,Savings,21658.02,2023-11-30
ACC0001872,CUST0000123,Citibank,Current,49429.94,2020-01-03
ACC0001873,CUST0002578,UBA,Current,275984.83,2018-04-14
ACC0001874,CUST0001106,First Bank Nigeria,Credit,146079.02,2020-07-31
ACC0001875,CUST0000539,Access Bank,Credit,354589.1,2018-11-29
ACC0001876,CUST0001412,HSBC,Savings,398314.85,2024-04-21
ACC0001877,CUST0002631,UBA,Credit,271355.6,2019-12-24
ACC0001878,CUST0002699,Standard Chartered,Current,324157.5,2019-03-21
ACC0001879,CUST0002082,HSBC,Current,426958.63,2019-09-20
ACC0001880,CUST0002685,First Bank Nigeria,Current,70326.68,2022-10-12
ACC0001881,CUST0000103,JPMorgan Chase,Current,201423.69,2023-09-21
ACC0001882,CUST0002755,Barclays,Current,45908.71,2024-04-25
ACC0001883,CUST0002813,Citibank,Credit,254008.95,2020-06-26
ACC0001884,CUST0002378,Citibank,Current,495260.01,2023-06-23
ACC0001885,CUST0002302,JPMorgan Chase,Current,428402.03,2019-03-03
ACC0001886,CUST0001334,JPMorgan Chase,Savings,71815.35,2023-01-04
